review,rating,date,bank,source,review_clean
More than garrantty bank EBC.,4,2025-06-07,CBE,google_play,more than garrantty bank ebc.
really am happy to this app it is Siple to use everything,5,2025-06-07,CBE,google_play,really am happy to this app it is siple to use everything
I liked this app. But the User interface is very basic and not attractive at all.,2,2025-06-07,CBE,google_play,i liked this app. but the user interface is very basic and not attractive at all.
"""Why don’t your ATMs support account-to-account transfers like other countries( Kenya, Nigeria , South africa)""",4,2025-06-06,CBE,google_play,"""why don’t your atms support account-to-account transfers like other countries( kenya, nigeria , south africa)"""
what is this app problem???,1,2025-06-05,CBE,google_play,what is this app problem???
the app is proactive and a good connections.,5,2025-06-05,CBE,google_play,the app is proactive and a good connections.
I cannot send to cbebirr app. through this app.,3,2025-06-05,CBE,google_play,i cannot send to cbebirr app. through this app.
not functional,1,2025-06-05,CBE,google_play,not functional
"everytime you uninstall the app you have to reach them out physically. very oldy! if that's one of security layer, they'd check for fraud attempt via app source directly(source:- app store, play store ... etc) implicitly ! we are in 2025, physical presence for every app install is traditional(traditionally very rare).",1,2025-06-04,CBE,google_play,"everytime you uninstall the app you have to reach them out physically. very oldy! if that's one of security layer, they'd check for fraud attempt via app source directly(source:- app store, play store ... etc) implicitly ! we are in 2025, physical presence for every app install is traditional(traditionally very rare)."
አካውንት የምናስገባበት ቦታ ስም ጽፈን ነው ከዚህ በፊት የላክንባቸውን አካዉንቶች የምንፈልገዉ ነገር ግን አዲስ አካውንቶች mr ብለዉ የሚጀምሩ በዝተዋል ግን አፕልኬሽኑ space ስንጽፍ አይቀበልም ቢስተካከል,4,2025-06-04,CBE,google_play,አካውንት የምናስገባበት ቦታ ስም ጽፈን ነው ከዚህ በፊት የላክንባቸውን አካዉንቶች የምንፈልገዉ ነገር ግን አዲስ አካውንቶች mr ብለዉ የሚጀምሩ በዝተዋል ግን አፕልኬሽኑ space ስንጽፍ አይቀበልም ቢስተካከል
Best Mobile Banking app ever,5,2025-06-04,CBE,google_play,best mobile banking app ever
it was good app but it have some issues like it doesnt give me the right amount that I have in the bank and have some issues in transferring,2,2025-06-04,CBE,google_play,it was good app but it have some issues like it doesnt give me the right amount that i have in the bank and have some issues in transferring
👌👍,5,2025-06-04,CBE,google_play,👌👍
very niec,5,2025-06-04,CBE,google_play,very niec
best app of finance,5,2025-06-04,CBE,google_play,best app of finance
yetemeta,1,2025-06-03,CBE,google_play,yetemeta
it is not safety,1,2025-06-03,CBE,google_play,it is not safety
NICE bank,5,2025-06-03,CBE,google_play,nice bank
it is like a childish app make it better the worst I have ever seen,1,2025-06-02,CBE,google_play,it is like a childish app make it better the worst i have ever seen
"It's a problem solver application, go ahead CBE, I love so much.",5,2025-06-02,CBE,google_play,"it's a problem solver application, go ahead cbe, i love so much."
It's good but try to make it facilitate for your client,4,2025-06-02,CBE,google_play,it's good but try to make it facilitate for your client
Awesome bank,5,2025-06-01,CBE,google_play,awesome bank
this app has developed in a very good ways but there are some comments I need to make 1- preventing the screenshot likely not good for someone like me coz I need to make screenshot for quicker evidence. 2-it would be good if you make us to access recent transaction histories for 30 days coz we don't have to go to the Bank's in person to see old transactions or add colander category so user can easily access old transactions through colanders.,5,2025-05-31,CBE,google_play,this app has developed in a very good ways but there are some comments i need to make 1- preventing the screenshot likely not good for someone like me coz i need to make screenshot for quicker evidence. 2-it would be good if you make us to access recent transaction histories for 30 days coz we don't have to go to the bank's in person to see old transactions or add colander category so user can easily access old transactions through colanders.
Masha alla,5,2025-05-31,CBE,google_play,masha alla
"Recently there is big problem when sending to safaricom, telebir, and even to cbebirr wallet could anybody who is responsible fix it, it's very frustrating it's been 5 days and my money hasn't been returned it takes it out of my account but doesn't send it to my mpesa update- they have just corrected it and sent me back the money but still I'm afraid now to send again",2,2025-05-31,CBE,google_play,"recently there is big problem when sending to safaricom, telebir, and even to cbebirr wallet could anybody who is responsible fix it, it's very frustrating it's been 5 days and my money hasn't been returned it takes it out of my account but doesn't send it to my mpesa update- they have just corrected it and sent me back the money but still i'm afraid now to send again"
better service,5,2025-05-31,CBE,google_play,better service
"it,s good app and time manager 👍",5,2025-05-30,CBE,google_play,"it,s good app and time manager 👍"
malkaamuu Jiidhaa Namoo,5,2025-05-30,CBE,google_play,malkaamuu jiidhaa namoo
lower system everything,3,2025-05-30,CBE,google_play,lower system everything
Nice!,5,2025-05-30,CBE,google_play,nice!
Keep it up My CBE,5,2025-05-29,CBE,google_play,keep it up my cbe
yes good,5,2025-05-28,CBE,google_play,yes good
"I was using this app for the last two years with no problems. It stopped working about 3 months ago. when I tried to transfer funds it gives me error ""can't do this transaction. inactive account.""",4,2025-05-27,CBE,google_play,"i was using this app for the last two years with no problems. it stopped working about 3 months ago. when i tried to transfer funds it gives me error ""can't do this transaction. inactive account."""
i like everything of this app,5,2025-05-27,CBE,google_play,i like everything of this app
🤬🤬🤬🤬 network 🛜,1,2025-05-26,CBE,google_play,🤬🤬🤬🤬 network 🛜
CBE is the best financial application and and very dimple to use. I would like to say thank you so much for the developer of application. I really appreciate this app.,5,2025-05-26,CBE,google_play,cbe is the best financial application and and very dimple to use. i would like to say thank you so much for the developer of application. i really appreciate this app.
it's awesome!!,5,2025-05-25,CBE,google_play,it's awesome!!
thankyou every one,5,2025-05-25,CBE,google_play,thankyou every one
Ronaldo 🇵🇹 🥇,5,2025-05-25,CBE,google_play,ronaldo 🇵🇹 🥇
"this app is absolutely fantastic I love it and I enjoying to it ,let us support this foundation together .",5,2025-05-25,CBE,google_play,"this app is absolutely fantastic i love it and i enjoying to it ,let us support this foundation together ."
"The CBE app has been highly unreliable in recent weeks. It frequently fails to work properly on both Ethio Telecom and Safaricom networks, whether using Wi-Fi or mobile data. This week, the system was down entirely for extended periods, making it very difficult to access banking services. The app only functions intermittently, and the lack of consistency is frustrating. I hope the issues are addressed soon, and that any non-technical influences are removed from such essential services.",2,2025-05-25,CBE,google_play,"the cbe app has been highly unreliable in recent weeks. it frequently fails to work properly on both ethio telecom and safaricom networks, whether using wi-fi or mobile data. this week, the system was down entirely for extended periods, making it very difficult to access banking services. the app only functions intermittently, and the lack of consistency is frustrating. i hope the issues are addressed soon, and that any non-technical influences are removed from such essential services."
mortuary app,5,2025-05-25,CBE,google_play,mortuary app
it is smart app but it has stoped after some period of time on my device with out any reason .,5,2025-05-25,CBE,google_play,it is smart app but it has stoped after some period of time on my device with out any reason .
amazing app I am used this app for one year,4,2025-05-24,CBE,google_play,amazing app i am used this app for one year
i love it 😍😘,5,2025-05-24,CBE,google_play,i love it 😍😘
It makes life easy!👌,5,2025-05-24,CBE,google_play,it makes life easy!👌
its not fast,1,2025-05-24,CBE,google_play,its not fast
it is sooo good,5,2025-05-24,CBE,google_play,it is sooo good
Fantastic,5,2025-05-23,CBE,google_play,fantastic
accessible to using,5,2025-05-23,CBE,google_play,accessible to using
I like it,4,2025-05-23,CBE,google_play,i like it
why you change default network?,5,2025-05-23,CBE,google_play,why you change default network?
very nice 👍,5,2025-05-23,CBE,google_play,very nice 👍
